cause_name,sex,age,deaths
Testicular cancer,Male,40 to 44,104.0229188
Testicular cancer,Male,45 to 49,147.7225731
Testicular cancer,Male,50 to 54,91.51415266
Testicular cancer,Male,55 to 59,85.88442905
Testicular cancer,Male,60 to 64,109.5003758
Testicular cancer,Male,65 to 69,128.0057835
Testicular cancer,Male,70 to 74,61.88524475
Testicular cancer,Male,75 to 79,35.48398213
Testicular cancer,Male,80 plus,52.70796935
Tetanus,Female,10 to 14,67.5950438
Tetanus,Female,15 to 19,57.29497995
Tetanus,Female,20 to 24,50.29430382
Tetanus,Female,25 to 29,67.77317132
Tetanus,Female,30 to 34,50.42742227
Tetanus,Female,35 to 39,78.79097096
Tetanus,Female,40 to 44,130.8650149
Tetanus,Female,45 to 49,35.6293722
Tetanus,Female,05 to 09,90.71503021
Tetanus,Female,50 to 54,39.74589344
Tetanus,Female,55 to 59,346.0313012
Tetanus,Female,60 to 64,869.1500035
Tetanus,Female,65 to 69,1023.37937
Tetanus,Female,70 to 74,871.6253462
Tetanus,Female,75 to 79,880.0414104
Tetanus,Female,80 plus,528.3477393
Tetanus,Female,0 to 04,6901.028746
Tetanus,Male,10 to 14,109.0486276
Tetanus,Male,15 to 19,56.63427381
Tetanus,Male,20 to 24,122.4406491
Tetanus,Male,25 to 29,106.9870633
Tetanus,Male,30 to 34,114.4692773
Tetanus,Male,35 to 39,146.0154776
Tetanus,Male,40 to 44,253.4755946
Tetanus,Male,45 to 49,577.7844139
Tetanus,Male,05 to 09,67.22906343
Tetanus,Male,50 to 54,528.4084002
Tetanus,Male,55 to 59,609.1534308
Tetanus,Male,60 to 64,1489.223471
Tetanus,Male,65 to 69,2005.743186
Tetanus,Male,70 to 74,582.276772
Tetanus,Male,75 to 79,429.7193438
Tetanus,Male,80 plus,2442.731243
Tetanus,Male,0 to 04,7809.498682
Thyroid cancer,Female,10 to 14,13.92626895
Thyroid cancer,Female,15 to 19,89.9194561
Thyroid cancer,Female,20 to 24,19.6236467
Thyroid cancer,Female,25 to 29,23.43945251
Thyroid cancer,Female,30 to 34,36.00585421
Thyroid cancer,Female,35 to 39,48.1845685
Thyroid cancer,Female,40 to 44,133.410294
Thyroid cancer,Female,45 to 49,88.17454822
Thyroid cancer,Female,50 to 54,114.9839865
Thyroid cancer,Female,55 to 59,182.9887207
Thyroid cancer,Female,60 to 64,304.1180738
Thyroid cancer,Female,65 to 69,247.8576958
Thyroid cancer,Female,70 to 74,356.5735694
Thyroid cancer,Female,75 to 79,187.033534
Thyroid cancer,Female,80 plus,202.8806763
Thyroid cancer,Male,10 to 14,7.652915784
Thyroid cancer,Male,15 to 19,16.03769532
Thyroid cancer,Male,20 to 24,28.69316238
Thyroid cancer,Male,25 to 29,21.99617516
Thyroid cancer,Male,30 to 34,39.86565358
Thyroid cancer,Male,35 to 39,43.24228582
Thyroid cancer,Male,40 to 44,62.19314824
Thyroid cancer,Male,45 to 49,97.62044097
Thyroid cancer,Male,50 to 54,180.4514719
Thyroid cancer,Male,55 to 59,281.8577304
Thyroid cancer,Male,60 to 64,321.8743412
Thyroid cancer,Male,65 to 69,245.8688448
Thyroid cancer,Male,70 to 74,223.4688482
Thyroid cancer,Male,75 to 79,124.6184736
Thyroid cancer,Male,80 plus,156.4849111
"Tracheal, bronchus and lung cancer",Female,15 to 19,30.03509573
"Tracheal, bronchus and lung cancer",Female,20 to 24,51.07870609
"Tracheal, bronchus and lung cancer",Female,25 to 29,79.61316944
"Tracheal, bronchus and lung cancer",Female,30 to 34,215.5022498
"Tracheal, bronchus and lung cancer",Female,35 to 39,352.2033385
"Tracheal, bronchus and lung cancer",Female,40 to 44,644.4914512
"Tracheal, bronchus and lung cancer",Female,45 to 49,1167.457276
"Tracheal, bronchus and lung cancer",Female,50 to 54,1838.143595
"Tracheal, bronchus and lung cancer",Female,55 to 59,2467.708295
"Tracheal, bronchus and lung cancer",Female,60 to 64,2646.461376
"Tracheal, bronchus and lung cancer",Female,65 to 69,2663.081634
"Tracheal, bronchus and lung cancer",Female,70 to 74,1883.250167
"Tracheal, bronchus and lung cancer",Female,75 to 79,979.7730919
"Tracheal, bronchus and lung cancer",Female,80 plus,1383.068801
"Tracheal, bronchus and lung cancer",Male,15 to 19,60.52908853
"Tracheal, bronchus and lung cancer",Male,20 to 24,125.1040709
"Tracheal, bronchus and lung cancer",Male,25 to 29,175.4741802
"Tracheal, bronchus and lung cancer",Male,30 to 34,578.549971
"Tracheal, bronchus and lung cancer",Male,35 to 39,897.6548177
"Tracheal, bronchus and lung cancer",Male,40 to 44,1598.71638
"Tracheal, bronchus and lung cancer",Male,45 to 49,2771.407249
"Tracheal, bronchus and lung cancer",Male,50 to 54,4739.714901
"Tracheal, bronchus and lung cancer",Male,55 to 59,7250.979048
"Tracheal, bronchus and lung cancer",Male,60 to 64,7968.111391
"Tracheal, bronchus and lung cancer",Male,65 to 69,6774.842391
"Tracheal, bronchus and lung cancer",Male,70 to 74,5166.805314
"Tracheal, bronchus and lung cancer",Male,75 to 79,3718.285857
"Tracheal, bronchus and lung cancer",Male,80 plus,3506.487592
Trachoma,Female,15 to 19,NA
Trachoma,Female,20 to 24,NA
Trachoma,Female,25 to 29,NA
Trachoma,Female,30 to 34,NA
Trachoma,Female,35 to 39,NA
Trachoma,Female,40 to 44,NA
Trachoma,Female,45 to 49,NA
Trachoma,Female,50 to 54,NA
Trachoma,Female,55 to 59,NA
Trachoma,Female,60 to 64,NA
Trachoma,Female,65 to 69,NA
Trachoma,Female,70 to 74,NA
Trachoma,Female,75 to 79,NA
Trachoma,Female,80 plus,NA
Trachoma,Male,15 to 19,NA
Trachoma,Male,20 to 24,NA
Trachoma,Male,25 to 29,NA
Trachoma,Male,30 to 34,NA
Trachoma,Male,35 to 39,NA
Trachoma,Male,40 to 44,NA
Trachoma,Male,45 to 49,NA
Trachoma,Male,50 to 54,NA
Trachoma,Male,55 to 59,NA
Trachoma,Male,60 to 64,NA
Trachoma,Male,65 to 69,NA
Trachoma,Male,70 to 74,NA
Trachoma,Male,75 to 79,NA
Trachoma,Male,80 plus,NA
Tuberculosis,Female,10 to 14,2002.626406
Tuberculosis,Female,15 to 19,4909.005913
Tuberculosis,Female,20 to 24,9651.212964
Tuberculosis,Female,25 to 29,10947.96508
Tuberculosis,Female,30 to 34,10179.66268
Tuberculosis,Female,35 to 39,11304.87273
Tuberculosis,Female,40 to 44,10192.89484
Tuberculosis,Female,45 to 49,12120.84469
Tuberculosis,Female,05 to 09,1795.171367
Tuberculosis,Female,50 to 54,11849.88477
Tuberculosis,Female,55 to 59,15708.03574
Tuberculosis,Female,60 to 64,16631.91989
Tuberculosis,Female,65 to 69,17034.57898
Tuberculosis,Female,70 to 74,18913.09642
Tuberculosis,Female,75 to 79,13413.5495
Tuberculosis,Female,80 plus,13864.89082
Tuberculosis,Female,0 to 04,8056.236353
Tuberculosis,Male,10 to 14,1492.086772
Tuberculosis,Male,15 to 19,4101.822752
Tuberculosis,Male,20 to 24,10014.28242
Tuberculosis,Male,25 to 29,16115.57261
Tuberculosis,Male,30 to 34,21448.00242
Tuberculosis,Male,35 to 39,27003.06429
Tuberculosis,Male,40 to 44,26408.34772
Tuberculosis,Male,45 to 49,30150.14382
Tuberculosis,Male,05 to 09,1690.474611
Tuberculosis,Male,50 to 54,33472.18964
Tuberculosis,Male,55 to 59,35953.14022
Tuberculosis,Male,60 to 64,37022.8225
Tuberculosis,Male,65 to 69,33510.91935
Tuberculosis,Male,70 to 74,29266.98615
Tuberculosis,Male,75 to 79,21065.71239
Tuberculosis,Male,80 plus,19825.55142
Tuberculosis,Male,0 to 04,8398.433617
Upper respiratory infections,Female,10 to 14,7.489388735
Upper respiratory infections,Female,15 to 19,13.83234883
Upper respiratory infections,Female,20 to 24,15.86997237
Upper respiratory infections,Female,25 to 29,16.69532592
Upper respiratory infections,Female,30 to 34,14.39899014
Upper respiratory infections,Female,35 to 39,17.09783619
Upper respiratory infections,Female,40 to 44,16.25434656
Upper respiratory infections,Female,45 to 49,21.91784635
Upper respiratory infections,Female,05 to 09,10.12317202
Upper respiratory infections,Female,50 to 54,25.67544046
Upper respiratory infections,Female,55 to 59,35.85490741
Upper respiratory infections,Female,60 to 64,41.60814851
Upper respiratory infections,Female,65 to 69,41.23452354
Upper respiratory infections,Female,70 to 74,39.75637061
Upper respiratory infections,Female,75 to 79,37.70832334
Upper respiratory infections,Female,80 plus,66.8829564
Upper respiratory infections,Female,0 to 04,84.52294263
Upper respiratory infections,Male,10 to 14,7.269972419
Upper respiratory infections,Male,15 to 19,14.22862248
Upper respiratory infections,Male,20 to 24,18.51451153
Upper respiratory infections,Male,25 to 29,25.02143222
Upper respiratory infections,Male,30 to 34,27.98264972
Upper respiratory infections,Male,35 to 39,32.50489463
Upper respiratory infections,Male,40 to 44,35.47051277
Upper respiratory infections,Male,45 to 49,44.16001757
Upper respiratory infections,Male,05 to 09,9.988209984
Upper respiratory infections,Male,50 to 54,46.91389081
Upper respiratory infections,Male,55 to 59,60.60286342
Upper respiratory infections,Male,60 to 64,61.53452785
Upper respiratory infections,Male,65 to 69,51.58754879
Upper respiratory infections,Male,70 to 74,48.85077674
Upper respiratory infections,Male,75 to 79,35.76219883
Upper respiratory infections,Male,80 plus,53.15522956
Upper respiratory infections,Male,0 to 04,70.46667215
Urinary diseases and male infertility,Female,10 to 14,58.19704713
Urinary diseases and male infertility,Female,15 to 19,114.7456082
Urinary diseases and male infertility,Female,20 to 24,320.7145477
Urinary diseases and male infertility,Female,25 to 29,323.3154112
Urinary diseases and male infertility,Female,30 to 34,216.5171398
Urinary diseases and male infertility,Female,35 to 39,772.0403598
Urinary diseases and male infertility,Female,40 to 44,316.757075
Urinary diseases and male infertility,Female,45 to 49,327.502298
Urinary diseases and male infertility,Female,05 to 09,109.3565585
Urinary diseases and male infertility,Female,50 to 54,425.7037417
Urinary diseases and male infertility,Female,55 to 59,712.1858096
Urinary diseases and male infertility,Female,60 to 64,1762.513712
Urinary diseases and male infertility,Female,65 to 69,1487.411784
Urinary diseases and male infertility,Female,70 to 74,970.3347631
Urinary diseases and male infertility,Female,75 to 79,1910.028217
Urinary diseases and male infertility,Female,80 plus,2798.501236
Urinary diseases and male infertility,Female,0 to 04,318.3875915
Urinary diseases and male infertility,Male,10 to 14,82.95737108
Urinary diseases and male infertility,Male,15 to 19,418.7437552
Urinary diseases and male infertility,Male,20 to 24,153.7357473
Urinary diseases and male infertility,Male,25 to 29,269.8625464
Urinary diseases and male infertility,Male,30 to 34,285.0963135
Urinary diseases and male infertility,Male,35 to 39,706.1152376
Urinary diseases and male infertility,Male,40 to 44,511.5678805
Urinary diseases and male infertility,Male,45 to 49,1363.168558
Urinary diseases and male infertility,Male,05 to 09,77.45200255
Urinary diseases and male infertility,Male,50 to 54,1233.655606
Urinary diseases and male infertility,Male,55 to 59,1676.795173
Urinary diseases and male infertility,Male,60 to 64,1804.195516
Urinary diseases and male infertility,Male,65 to 69,2558.764538
Urinary diseases and male infertility,Male,70 to 74,2262.018551
Urinary diseases and male infertility,Male,75 to 79,2337.02855
Urinary diseases and male infertility,Male,80 plus,3193.767859
Urinary diseases and male infertility,Male,0 to 04,167.7424937
Uterine cancer,Female,15 to 19,8.254274743
Uterine cancer,Female,20 to 24,11.49394187
Uterine cancer,Female,25 to 29,13.91528941
Uterine cancer,Female,30 to 34,20.07212077
Uterine cancer,Female,35 to 39,41.54565839
Uterine cancer,Female,40 to 44,71.39745793
Uterine cancer,Female,45 to 49,119.003982
Uterine cancer,Female,50 to 54,205.7370481
Uterine cancer,Female,55 to 59,317.6202616
Uterine cancer,Female,60 to 64,407.0497666
Uterine cancer,Female,65 to 69,398.9399742
Uterine cancer,Female,70 to 74,331.3071685
Uterine cancer,Female,75 to 79,230.0182652
Uterine cancer,Female,80 plus,326.6463103
Varicella and herpes zoster,Female,10 to 14,19.74154342
Varicella and herpes zoster,Female,15 to 19,19.16821336
Varicella and herpes zoster,Female,20 to 24,22.93887856
Varicella and herpes zoster,Female,25 to 29,40.49934022
Varicella and herpes zoster,Female,30 to 34,41.15476141
Varicella and herpes zoster,Female,35 to 39,37.98577945
Varicella and herpes zoster,Female,40 to 44,29.17921693
Varicella and herpes zoster,Female,45 to 49,31.3652219
Varicella and herpes zoster,Female,05 to 09,32.47016433
Varicella and herpes zoster,Female,50 to 54,27.80769548
Varicella and herpes zoster,Female,55 to 59,28.64070816
Varicella and herpes zoster,Female,60 to 64,36.53083884
Varicella and herpes zoster,Female,65 to 69,36.01876937
Varicella and herpes zoster,Female,70 to 74,44.39468204
Varicella and herpes zoster,Female,75 to 79,66.50443673
Varicella and herpes zoster,Female,80 plus,255.6967031
Varicella and herpes zoster,Female,0 to 04,239.7693424
Varicella and herpes zoster,Male,10 to 14,20.96962567
Varicella and herpes zoster,Male,15 to 19,19.4932487
Varicella and herpes zoster,Male,20 to 24,28.71843086
Varicella and herpes zoster,Male,25 to 29,45.93610033
Varicella and herpes zoster,Male,30 to 34,47.29728392
Varicella and herpes zoster,Male,35 to 39,47.95528569
Varicella and herpes zoster,Male,40 to 44,31.87665985
Varicella and herpes zoster,Male,45 to 49,32.93581671
Varicella and herpes zoster,Male,05 to 09,34.09993333
Varicella and herpes zoster,Male,50 to 54,24.42521182
Varicella and herpes zoster,Male,55 to 59,29.72078197
Varicella and herpes zoster,Male,60 to 64,32.85946691
Varicella and herpes zoster,Male,65 to 69,32.17823268
Varicella and herpes zoster,Male,70 to 74,39.33818857
Varicella and herpes zoster,Male,75 to 79,52.09381428
Varicella and herpes zoster,Male,80 plus,191.716335
Varicella and herpes zoster,Male,0 to 04,228.620423
Vascular intestinal disorders,Female,10 to 14,19.3465952
Vascular intestinal disorders,Female,15 to 19,15.16001192
Vascular intestinal disorders,Female,20 to 24,26.49434346
Vascular intestinal disorders,Female,25 to 29,52.95507275
Vascular intestinal disorders,Female,30 to 34,62.81240339
Vascular intestinal disorders,Female,35 to 39,70.91317184
Vascular intestinal disorders,Female,40 to 44,112.1683516
Vascular intestinal disorders,Female,45 to 49,180.12848
Vascular intestinal disorders,Female,05 to 09,17.76841893
Vascular intestinal disorders,Female,50 to 54,202.2328538
Vascular intestinal disorders,Female,55 to 59,229.125846
Vascular intestinal disorders,Female,60 to 64,282.813022
Vascular intestinal disorders,Female,65 to 69,452.5971882
Vascular intestinal disorders,Female,70 to 74,487.0656478
Vascular intestinal disorders,Female,75 to 79,556.854588
Vascular intestinal disorders,Female,80 plus,1078.239229
Vascular intestinal disorders,Female,0 to 04,4.84996221
Vascular intestinal disorders,Male,10 to 14,47.62722242
Vascular intestinal disorders,Male,15 to 19,50.6849589
Vascular intestinal disorders,Male,20 to 24,90.48005931
Vascular intestinal disorders,Male,25 to 29,94.2831709
Vascular intestinal disorders,Male,30 to 34,139.1465549
Vascular intestinal disorders,Male,35 to 39,150.8979916
Vascular intestinal disorders,Male,40 to 44,199.3767708
Vascular intestinal disorders,Male,45 to 49,252.7583278
Vascular intestinal disorders,Male,05 to 09,39.34385223
Vascular intestinal disorders,Male,50 to 54,291.8226219
Vascular intestinal disorders,Male,55 to 59,359.5805795
Vascular intestinal disorders,Male,60 to 64,380.8266748
Vascular intestinal disorders,Male,65 to 69,417.9794758
Vascular intestinal disorders,Male,70 to 74,553.7576768
Vascular intestinal disorders,Male,75 to 79,438.0231
Vascular intestinal disorders,Male,80 plus,551.4167676
Vascular intestinal disorders,Male,0 to 04,21.20888975
Vitamin A deficiency,Female,10 to 14,NA
Vitamin A deficiency,Female,15 to 19,NA
Vitamin A deficiency,Female,20 to 24,NA
Vitamin A deficiency,Female,25 to 29,NA
Vitamin A deficiency,Female,30 to 34,NA
Vitamin A deficiency,Female,35 to 39,NA
Vitamin A deficiency,Female,40 to 44,NA
Vitamin A deficiency,Female,45 to 49,NA
Vitamin A deficiency,Female,05 to 09,NA
Vitamin A deficiency,Female,50 to 54,NA
Vitamin A deficiency,Female,55 to 59,NA
Vitamin A deficiency,Female,60 to 64,NA
Vitamin A deficiency,Female,65 to 69,NA
Vitamin A deficiency,Female,70 to 74,NA
Vitamin A deficiency,Female,75 to 79,NA
Vitamin A deficiency,Female,80 plus,NA
Vitamin A deficiency,Female,0 to 04,NA
Vitamin A deficiency,Male,10 to 14,NA
Vitamin A deficiency,Male,15 to 19,NA
Vitamin A deficiency,Male,20 to 24,NA
Vitamin A deficiency,Male,25 to 29,NA
Vitamin A deficiency,Male,30 to 34,NA
Vitamin A deficiency,Male,35 to 39,NA
Vitamin A deficiency,Male,40 to 44,NA
Vitamin A deficiency,Male,45 to 49,NA
Vitamin A deficiency,Male,05 to 09,NA
Vitamin A deficiency,Male,50 to 54,NA
Vitamin A deficiency,Male,55 to 59,NA
Vitamin A deficiency,Male,60 to 64,NA
Vitamin A deficiency,Male,65 to 69,NA
Vitamin A deficiency,Male,70 to 74,NA
Vitamin A deficiency,Male,75 to 79,NA
Vitamin A deficiency,Male,80 plus,NA
Vitamin A deficiency,Male,0 to 04,NA
Whooping cough,Female,10 to 14,55.58343646
Whooping cough,Female,15 to 19,23.01572502
Whooping cough,Female,20 to 24,19.54740927
Whooping cough,Female,25 to 29,13.37095057
Whooping cough,Female,30 to 34,9.653204732
Whooping cough,Female,35 to 39,7.58225893
Whooping cough,Female,40 to 44,6.443922939
Whooping cough,Female,45 to 49,6.213471396
Whooping cough,Female,05 to 09,278.1583447
Whooping cough,Female,50 to 54,6.767272081
Whooping cough,Female,55 to 59,7.208404097
Whooping cough,Female,0 to 04,5879.437233
Whooping cough,Male,10 to 14,49.49160545
Whooping cough,Male,15 to 19,24.0032533
Whooping cough,Male,20 to 24,17.37712777
Whooping cough,Male,25 to 29,11.87936235
Whooping cough,Male,30 to 34,9.765263884
Whooping cough,Male,35 to 39,7.217816322
Whooping cough,Male,40 to 44,9.367338804
