cause_name,sex,age,ylds
Sexually transmitted diseases excluding HIV,Female,45 to 49,7353.613154
Sexually transmitted diseases excluding HIV,Female,05 to 09,NA
Sexually transmitted diseases excluding HIV,Female,50 to 54,4965.052961
Sexually transmitted diseases excluding HIV,Female,55 to 59,3732.369456
Sexually transmitted diseases excluding HIV,Female,60 to 64,2636.268056
Sexually transmitted diseases excluding HIV,Female,65 to 69,1906.270197
Sexually transmitted diseases excluding HIV,Female,70 to 74,1522.631715
Sexually transmitted diseases excluding HIV,Female,75 to 79,1037.395391
Sexually transmitted diseases excluding HIV,Female,80 plus,899.8223202
Sexually transmitted diseases excluding HIV,Female,0 to 04,NA
Sexually transmitted diseases excluding HIV,Male,10 to 14,3775.204729
Sexually transmitted diseases excluding HIV,Male,15 to 19,18525.8086
Sexually transmitted diseases excluding HIV,Male,20 to 24,25916.9689
Sexually transmitted diseases excluding HIV,Male,25 to 29,20837.12064
Sexually transmitted diseases excluding HIV,Male,30 to 34,15621.34629
Sexually transmitted diseases excluding HIV,Male,35 to 39,11811.02208
Sexually transmitted diseases excluding HIV,Male,40 to 44,8472.234454
Sexually transmitted diseases excluding HIV,Male,45 to 49,5759.469996
Sexually transmitted diseases excluding HIV,Male,05 to 09,NA
Sexually transmitted diseases excluding HIV,Male,50 to 54,3706.179232
Sexually transmitted diseases excluding HIV,Male,55 to 59,2405.956027
Sexually transmitted diseases excluding HIV,Male,60 to 64,1449.09128
Sexually transmitted diseases excluding HIV,Male,65 to 69,984.8134522
Sexually transmitted diseases excluding HIV,Male,70 to 74,745.492868
Sexually transmitted diseases excluding HIV,Male,75 to 79,483.0361741
Sexually transmitted diseases excluding HIV,Male,80 plus,435.5981864
Sexually transmitted diseases excluding HIV,Male,0 to 04,NA
Skin and subcutaneous diseases,Female,10 to 14,363275.7371
Skin and subcutaneous diseases,Female,15 to 19,492535.5822
Skin and subcutaneous diseases,Female,20 to 24,369256.8309
Skin and subcutaneous diseases,Female,25 to 29,297192.3773
Skin and subcutaneous diseases,Female,30 to 34,248703.8093
Skin and subcutaneous diseases,Female,35 to 39,217662.6379
Skin and subcutaneous diseases,Female,40 to 44,187759.5099
Skin and subcutaneous diseases,Female,45 to 49,165670.9974
Skin and subcutaneous diseases,Female,05 to 09,173342.4702
Skin and subcutaneous diseases,Female,50 to 54,146884.5262
Skin and subcutaneous diseases,Female,55 to 59,128777.35
Skin and subcutaneous diseases,Female,60 to 64,102997.3346
Skin and subcutaneous diseases,Female,65 to 69,74311.55831
Skin and subcutaneous diseases,Female,70 to 74,55846.51801
Skin and subcutaneous diseases,Female,75 to 79,37058.82639
Skin and subcutaneous diseases,Female,80 plus,31114.7512
Skin and subcutaneous diseases,Female,0 to 04,104060.9199
Skin and subcutaneous diseases,Male,10 to 14,444907.2894
Skin and subcutaneous diseases,Male,15 to 19,583792.7301
Skin and subcutaneous diseases,Male,20 to 24,424473.9145
Skin and subcutaneous diseases,Male,25 to 29,334296.0129
Skin and subcutaneous diseases,Male,30 to 34,274023.9735
Skin and subcutaneous diseases,Male,35 to 39,230462.4703
Skin and subcutaneous diseases,Male,40 to 44,192446.2751
Skin and subcutaneous diseases,Male,45 to 49,167232.9165
Skin and subcutaneous diseases,Male,05 to 09,230490.7029
Skin and subcutaneous diseases,Male,50 to 54,146478.8045
Skin and subcutaneous diseases,Male,55 to 59,127361.9269
Skin and subcutaneous diseases,Male,60 to 64,98090.85172
Skin and subcutaneous diseases,Male,65 to 69,64771.89197
Skin and subcutaneous diseases,Male,70 to 74,45893.66686
Skin and subcutaneous diseases,Male,75 to 79,28587.71494
Skin and subcutaneous diseases,Male,80 plus,24083.05978
Skin and subcutaneous diseases,Male,0 to 04,122693.5746
Stomach cancer,Female,15 to 19,31.67106163
Stomach cancer,Female,20 to 24,46.81022872
Stomach cancer,Female,25 to 29,84.56038771
Stomach cancer,Female,30 to 34,202.9046106
Stomach cancer,Female,35 to 39,356.327923
Stomach cancer,Female,40 to 44,475.2102758
Stomach cancer,Female,45 to 49,616.2317609
Stomach cancer,Female,50 to 54,979.8648099
Stomach cancer,Female,55 to 59,1310.532646
Stomach cancer,Female,60 to 64,1455.367192
Stomach cancer,Female,65 to 69,1286.178976
Stomach cancer,Female,70 to 74,1106.078108
Stomach cancer,Female,75 to 79,773.5131079
Stomach cancer,Female,80 plus,905.5725888
Stomach cancer,Male,15 to 19,82.02628416
Stomach cancer,Male,20 to 24,110.7627901
Stomach cancer,Male,25 to 29,181.8803946
Stomach cancer,Male,30 to 34,218.6953717
Stomach cancer,Male,35 to 39,380.8584704
Stomach cancer,Male,40 to 44,572.6116702
Stomach cancer,Male,45 to 49,913.2635068
Stomach cancer,Male,50 to 54,1345.422237
Stomach cancer,Male,55 to 59,1699.112682
Stomach cancer,Male,60 to 64,1692.0225
Stomach cancer,Male,65 to 69,1392.576322
Stomach cancer,Male,70 to 74,912.8670621
Stomach cancer,Male,75 to 79,707.9372953
Stomach cancer,Male,80 plus,691.1179406
Sudden infant death syndrome,Female,0 to 04,NA
Sudden infant death syndrome,Male,0 to 04,NA
Tension-type headache,Female,10 to 14,20148.5677
Tension-type headache,Female,15 to 19,30983.36953
Tension-type headache,Female,20 to 24,34237.76628
Tension-type headache,Female,25 to 29,29784.1262
Tension-type headache,Female,30 to 34,26338.02123
Tension-type headache,Female,35 to 39,24293.60838
Tension-type headache,Female,40 to 44,21007.92978
Tension-type headache,Female,45 to 49,17193.99527
Tension-type headache,Female,05 to 09,7042.606821
Tension-type headache,Female,50 to 54,14092.02347
Tension-type headache,Female,55 to 59,11798.99191
Tension-type headache,Female,60 to 64,8869.514461
Tension-type headache,Female,65 to 69,6142.0183
Tension-type headache,Female,70 to 74,4437.925318
Tension-type headache,Female,75 to 79,2814.868995
Tension-type headache,Female,80 plus,2440.125585
Tension-type headache,Male,10 to 14,17281.59934
Tension-type headache,Male,15 to 19,28730.59041
Tension-type headache,Male,20 to 24,32896.39208
Tension-type headache,Male,25 to 29,29801.51021
Tension-type headache,Male,30 to 34,27338.63478
Tension-type headache,Male,35 to 39,25515.028
Tension-type headache,Male,40 to 44,21997.23057
Tension-type headache,Male,45 to 49,17675.15358
Tension-type headache,Male,05 to 09,5606.290157
Tension-type headache,Male,50 to 54,14146.09681
Tension-type headache,Male,55 to 59,11511.03125
Tension-type headache,Male,60 to 64,8005.835154
Tension-type headache,Male,65 to 69,4750.13429
Tension-type headache,Male,70 to 74,3014.759467
Tension-type headache,Male,75 to 79,1651.468776
Tension-type headache,Male,80 plus,1250.515647
Testicular cancer,Male,15 to 19,152.1312599
Testicular cancer,Male,20 to 24,328.6903504
Testicular cancer,Male,25 to 29,550.7821096
Testicular cancer,Male,30 to 34,606.1427405
Testicular cancer,Male,35 to 39,527.0247011
Testicular cancer,Male,40 to 44,392.0565292
Testicular cancer,Male,45 to 49,421.330538
Testicular cancer,Male,50 to 54,193.7063327
Testicular cancer,Male,55 to 59,147.6399592
Testicular cancer,Male,60 to 64,147.506174
Testicular cancer,Male,65 to 69,114.31332
Testicular cancer,Male,70 to 74,51.24560612
Testicular cancer,Male,75 to 79,25.80288803
Testicular cancer,Male,80 plus,36.14080709
Tetanus,Female,10 to 14,434.6661914
Tetanus,Female,15 to 19,373.9214146
Tetanus,Female,20 to 24,325.7285539
Tetanus,Female,25 to 29,285.15816
Tetanus,Female,30 to 34,245.8717214
Tetanus,Female,35 to 39,208.6994888
Tetanus,Female,40 to 44,174.3289332
Tetanus,Female,45 to 49,137.6870931
Tetanus,Female,05 to 09,506.3256275
Tetanus,Female,50 to 54,102.9882701
Tetanus,Female,55 to 59,81.34634712
Tetanus,Female,60 to 64,66.74910195
Tetanus,Female,65 to 69,49.22555154
Tetanus,Female,70 to 74,34.10617651
Tetanus,Female,75 to 79,26.75809366
Tetanus,Female,80 plus,14.91651163
Tetanus,Female,0 to 04,961.1505223
Tetanus,Male,10 to 14,644.4558529
Tetanus,Male,15 to 19,543.5127177
Tetanus,Male,20 to 24,478.4291794
Tetanus,Male,25 to 29,413.9063863
Tetanus,Male,30 to 34,350.7330407
Tetanus,Male,35 to 39,283.4105101
Tetanus,Male,40 to 44,223.598734
Tetanus,Male,45 to 49,183.0461938
Tetanus,Male,05 to 09,750.3833695
Tetanus,Male,50 to 54,134.142561
Tetanus,Male,55 to 59,98.3761486
Tetanus,Male,60 to 64,94.23610091
Tetanus,Male,65 to 69,89.70708207
Tetanus,Male,70 to 74,35.12376349
Tetanus,Male,75 to 79,21.00924482
Tetanus,Male,80 plus,44.28144872
Tetanus,Male,0 to 04,1218.497104
Thyroid cancer,Female,10 to 14,46.26698993
Thyroid cancer,Female,15 to 19,969.5956333
Thyroid cancer,Female,20 to 24,429.0879168
Thyroid cancer,Female,25 to 29,554.6806498
Thyroid cancer,Female,30 to 34,646.2296505
Thyroid cancer,Female,35 to 39,638.6029998
Thyroid cancer,Female,40 to 44,1483.685685
Thyroid cancer,Female,45 to 49,616.009905
Thyroid cancer,Female,50 to 54,546.5383099
Thyroid cancer,Female,55 to 59,521.7052754
Thyroid cancer,Female,60 to 64,577.7501486
Thyroid cancer,Female,65 to 69,352.9485272
Thyroid cancer,Female,70 to 74,367.7436828
Thyroid cancer,Female,75 to 79,146.7524245
Thyroid cancer,Female,80 plus,132.7219941
Thyroid cancer,Male,10 to 14,21.53287998
Thyroid cancer,Male,15 to 19,67.56164361
Thyroid cancer,Male,20 to 24,126.2715101
Thyroid cancer,Male,25 to 29,178.3347994
Thyroid cancer,Male,30 to 34,215.8347654
Thyroid cancer,Male,35 to 39,195.8772688
Thyroid cancer,Male,40 to 44,186.2247971
Thyroid cancer,Male,45 to 49,252.0658902
Thyroid cancer,Male,50 to 54,334.5099865
Thyroid cancer,Male,55 to 59,397.8743356
Thyroid cancer,Male,60 to 64,391.4850612
Thyroid cancer,Male,65 to 69,236.2400462
Thyroid cancer,Male,70 to 74,188.6119343
Thyroid cancer,Male,75 to 79,84.0138813
Thyroid cancer,Male,80 plus,106.6420974
"Tracheal, bronchus and lung cancer",Female,15 to 19,16.676772
"Tracheal, bronchus and lung cancer",Female,20 to 24,22.39220323
"Tracheal, bronchus and lung cancer",Female,25 to 29,33.62127828
"Tracheal, bronchus and lung cancer",Female,30 to 34,70.52508481
"Tracheal, bronchus and lung cancer",Female,35 to 39,121.1066767
"Tracheal, bronchus and lung cancer",Female,40 to 44,210.9434518
"Tracheal, bronchus and lung cancer",Female,45 to 49,367.821219
"Tracheal, bronchus and lung cancer",Female,50 to 54,557.9547465
"Tracheal, bronchus and lung cancer",Female,55 to 59,716.8365789
"Tracheal, bronchus and lung cancer",Female,60 to 64,760.8251318
"Tracheal, bronchus and lung cancer",Female,65 to 69,671.4294226
"Tracheal, bronchus and lung cancer",Female,70 to 74,442.8697756
"Tracheal, bronchus and lung cancer",Female,75 to 79,251.1783935
"Tracheal, bronchus and lung cancer",Female,80 plus,299.6182253
"Tracheal, bronchus and lung cancer",Male,15 to 19,27.26329401
"Tracheal, bronchus and lung cancer",Male,20 to 24,52.99153121
"Tracheal, bronchus and lung cancer",Male,25 to 29,68.99737977
"Tracheal, bronchus and lung cancer",Male,30 to 34,213.3285044
"Tracheal, bronchus and lung cancer",Male,35 to 39,343.9773835
"Tracheal, bronchus and lung cancer",Male,40 to 44,576.3113407
"Tracheal, bronchus and lung cancer",Male,45 to 49,947.7440783
"Tracheal, bronchus and lung cancer",Male,50 to 54,1518.505345
"Tracheal, bronchus and lung cancer",Male,55 to 59,2251.83905
"Tracheal, bronchus and lung cancer",Male,60 to 64,2302.605063
"Tracheal, bronchus and lung cancer",Male,65 to 69,1835.551317
"Tracheal, bronchus and lung cancer",Male,70 to 74,1290.639743
"Tracheal, bronchus and lung cancer",Male,75 to 79,794.9131278
"Tracheal, bronchus and lung cancer",Male,80 plus,695.0855236
Trachoma,Female,15 to 19,0.314621877
Trachoma,Female,20 to 24,4.14735352
Trachoma,Female,25 to 29,13.95617501
Trachoma,Female,30 to 34,72.02052656
Trachoma,Female,35 to 39,261.8930459
Trachoma,Female,40 to 44,608.276592
Trachoma,Female,45 to 49,1088.101527
Trachoma,Female,50 to 54,2081.832104
Trachoma,Female,55 to 59,3667.103844
Trachoma,Female,60 to 64,4973.04637
Trachoma,Female,65 to 69,5746.343834
Trachoma,Female,70 to 74,5862.401442
Trachoma,Female,75 to 79,4906.237484
Trachoma,Female,80 plus,6301.019417
Trachoma,Male,15 to 19,0.275235824
Trachoma,Male,20 to 24,3.177436186
Trachoma,Male,25 to 29,10.08403966
Trachoma,Male,30 to 34,52.92268258
Trachoma,Male,35 to 39,189.6981582
Trachoma,Male,40 to 44,413.354884
Trachoma,Male,45 to 49,745.5803284
Trachoma,Male,50 to 54,1277.440431
Trachoma,Male,55 to 59,2227.834507
Trachoma,Male,60 to 64,2576.027321
Trachoma,Male,65 to 69,2399.943024
Trachoma,Male,70 to 74,2148.129902
Trachoma,Male,75 to 79,1629.595614
Trachoma,Male,80 plus,2381.955422
Tuberculosis,Female,10 to 14,4016.736589
Tuberculosis,Female,15 to 19,13973.60643
Tuberculosis,Female,20 to 24,19982.316
Tuberculosis,Female,25 to 29,22752.42131
Tuberculosis,Female,30 to 34,22425.977
Tuberculosis,Female,35 to 39,21789.53592
Tuberculosis,Female,40 to 44,20898.69314
Tuberculosis,Female,45 to 49,19322.98889
Tuberculosis,Female,05 to 09,1049.785399
Tuberculosis,Female,50 to 54,18020.50399
Tuberculosis,Female,55 to 59,18738.7588
Tuberculosis,Female,60 to 64,17908.55924
Tuberculosis,Female,65 to 69,14269.95609
Tuberculosis,Female,70 to 74,11406.41574
Tuberculosis,Female,75 to 79,7252.968461
Tuberculosis,Female,80 plus,5246.238651
Tuberculosis,Female,0 to 04,1314.823598
Tuberculosis,Male,10 to 14,4197.289515
Tuberculosis,Male,15 to 19,17701.01196
Tuberculosis,Male,20 to 24,35826.80481
Tuberculosis,Male,25 to 29,47869.1997
Tuberculosis,Male,30 to 34,50659.81637
Tuberculosis,Male,35 to 39,58582.84551
Tuberculosis,Male,40 to 44,71516.74896
Tuberculosis,Male,45 to 49,71749.72014
Tuberculosis,Male,05 to 09,1361.737624
Tuberculosis,Male,50 to 54,67452.06258
Tuberculosis,Male,55 to 59,68600.14941
Tuberculosis,Male,60 to 64,59166.97021
Tuberculosis,Male,65 to 69,38682.17122
Tuberculosis,Male,70 to 74,26215.86002
Tuberculosis,Male,75 to 79,15387.76456
Tuberculosis,Male,80 plus,11213.75693
Tuberculosis,Male,0 to 04,1643.059065
Upper respiratory infections,Female,10 to 14,43015.72014
Upper respiratory infections,Female,15 to 19,40948.49534
Upper respiratory infections,Female,20 to 24,39130.96781
Upper respiratory infections,Female,25 to 29,36367.1542
Upper respiratory infections,Female,30 to 34,32385.01154
Upper respiratory infections,Female,35 to 39,28121.97722
Upper respiratory infections,Female,40 to 44,24254.67687
Upper respiratory infections,Female,45 to 49,20982.14697
Upper respiratory infections,Female,05 to 09,44949.27188
Upper respiratory infections,Female,50 to 54,17640.64578
Upper respiratory infections,Female,55 to 59,14509.22086
Upper respiratory infections,Female,60 to 64,10766.15911
Upper respiratory infections,Female,65 to 69,7314.305876
Upper respiratory infections,Female,70 to 74,5196.054124
Upper respiratory infections,Female,75 to 79,3217.220823
Upper respiratory infections,Female,80 plus,2150.792732
Upper respiratory infections,Female,0 to 04,46560.31715
Upper respiratory infections,Male,10 to 14,48216.23782
Upper respiratory infections,Male,15 to 19,45857.68873
Upper respiratory infections,Male,20 to 24,43467.71759
Upper respiratory infections,Male,25 to 29,39816.17997
Upper respiratory infections,Male,30 to 34,35193.50823
Upper respiratory infections,Male,35 to 39,30523.30556
Upper respiratory infections,Male,40 to 44,26272.17783
Upper respiratory infections,Male,45 to 49,22681.92904
Upper respiratory infections,Male,05 to 09,50338.12704
Upper respiratory infections,Male,50 to 54,18808.04944
Upper respiratory infections,Male,55 to 59,15280.92556
Upper respiratory infections,Male,60 to 64,10883.44551
Upper respiratory infections,Male,65 to 69,6733.209519
Upper respiratory infections,Male,70 to 74,4487.173611
Upper respiratory infections,Male,75 to 79,2582.953238
Upper respiratory infections,Male,80 plus,1674.383082
Upper respiratory infections,Male,0 to 04,52115.58803
Urinary diseases and male infertility,Female,10 to 14,753.0605607
Urinary diseases and male infertility,Female,15 to 19,1212.200897
Urinary diseases and male infertility,Female,20 to 24,1744.418181
Urinary diseases and male infertility,Female,25 to 29,2327.343361
Urinary diseases and male infertility,Female,30 to 34,2733.958195
Urinary diseases and male infertility,Female,35 to 39,2984.590081
Urinary diseases and male infertility,Female,40 to 44,3173.902449
Urinary diseases and male infertility,Female,45 to 49,3341.147681
Urinary diseases and male infertility,Female,05 to 09,388.4350407
Urinary diseases and male infertility,Female,50 to 54,3273.607893
Urinary diseases and male infertility,Female,55 to 59,2987.085437
Urinary diseases and male infertility,Female,60 to 64,2631.407719
Urinary diseases and male infertility,Female,65 to 69,2189.705124
Urinary diseases and male infertility,Female,70 to 74,1882.279242
Urinary diseases and male infertility,Female,75 to 79,1416.854575
Urinary diseases and male infertility,Female,80 plus,1479.027097
Urinary diseases and male infertility,Female,0 to 04,609.2867479
Urinary diseases and male infertility,Male,10 to 14,743.5270226
Urinary diseases and male infertility,Male,15 to 19,1343.420281
Urinary diseases and male infertility,Male,20 to 24,18029.16321
Urinary diseases and male infertility,Male,25 to 29,15265.71097
Urinary diseases and male infertility,Male,30 to 34,14097.81163
Urinary diseases and male infertility,Male,35 to 39,13300.05866
Urinary diseases and male infertility,Male,40 to 44,13316.87599
Urinary diseases and male infertility,Male,45 to 49,14631.92795
Urinary diseases and male infertility,Male,05 to 09,387.5977742
